Feature ID	Taxon
K20074	Brite Hierarchies;Protein families: metabolism;Protein phosphatases and associated proteins;K20074 PPM family protein phosphatase 
K20092	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K20092 chromodomain-helicase-DNA-binding protein 1-like 
K20093	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K20093 DNA excision repair protein ERCC-6-like 
K20095	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K20095 16S rRNA (guanosine(1370)-2'-O)-methyltransferase 
K20098	Brite Hierarchies;Protein families: genetic information processing;DNA repair and recombination proteins;K20098 DNA excision repair protein ERCC-6-like 2 
K20100	Brite Hierarchies;Protein families: genetic information processing;Spliceosome;K20100 YTH domain-containing protein 1
K20102	Brite Hierarchies;Protein families: genetic information processing;Messenger RNA biogenesis;K20102 YTH domain-containing family protein
K20103	Brite Hierarchies;Protein families: genetic information processing;Messenger RNA biogenesis;K20103 ATP-dependent RNA helicase DDX60 
K20107	Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism;K20107 PTS system, maltose-specific IIB component 
K20108	Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism;K20108 PTS system, maltose-specific IIC component
K20110	Brite Hierarchies;Protein families: metabolism;Peptidases;K20110 desampylase 
K20111	Brite Hierarchies;Protein families: metabolism;Peptidases;K20111 oviductin 
K20116	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis;K20116 PTS system, glucose-specific IIA component 
K20117	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis;K20117 PTS system, glucose-specific IIB component 
K20118	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis;K20118 PTS system, glucose-specific IIC component
K20129	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20129 rabankyrin-5
K20131	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20131 Rab5 GDP/GTP exchange factor
K20133	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20133 USP6 N-terminal-like protein
K20151	Brite Hierarchies;Protein families: metabolism;Glycosyltransferases;K20151 alpha(1,3/1,4) fucosyltransferase 
K20160	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20160 DENN domain-containing protein 1
K20161	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20161 DENN domain-containing protein 2
K20162	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20162 DENN domain-containing protein 3
K20163	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20163 DENN domain-containing protein 4
K20164	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20164 DENN domain-containing protein 5
K20165	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20165 TBC1 domain family member 2A
K20166	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20166 TBC1 domain family member 2B
K20167	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20167 TBC1 domain family member 14
K20168	Cellular Processes;Transport and catabolism;Mitophagy - animal;K20168 TBC1 domain family member 15
K20170	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20170 nicotine oxidoreductase 
K20174	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20174 oxysterol-binding protein-related protein 1/2
K20175	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20175 ankyrin repeat domain-containing protein 27
K20176	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20176 small G protein signaling modulator 3
K20177	Cellular Processes;Transport and catabolism;Autophagy - yeast;K20177 vacuolar protein sorting-associated protein 3
K20178	Cellular Processes;Transport and catabolism;Autophagy - yeast;K20178 vacuolar protein sorting-associated protein 8
K20179	Cellular Processes;Transport and catabolism;Autophagy - yeast;K20179 vacuolar protein sorting-associated protein 11
K20180	Cellular Processes;Transport and catabolism;Autophagy - yeast;K20180 vacuolar protein sorting-associated protein 16
K20181	Cellular Processes;Transport and catabolism;Autophagy - yeast;K20181 vacuolar protein sorting-associated protein 18
K20182	Cellular Processes;Transport and catabolism;Autophagy - yeast;K20182 vacuolar protein sorting-associated protein 33
K20183	Cellular Processes;Transport and catabolism;Autophagy - yeast;K20183 Vam6/Vps39-like protein vacuolar protein sorting-associated protein 39
K20195	Cellular Processes;Transport and catabolism;Autophagy - yeast;K20195 vacuolar fusion protein MON1
K20196	Brite Hierarchies;Protein families: signaling and cellular processes;Cytoskeleton proteins;K20196 kinesin family member 3B
K20197	Brite Hierarchies;Protein families: signaling and cellular processes;Cytoskeleton proteins;K20197 kinesin family member 3C
K20198	Brite Hierarchies;Protein families: signaling and cellular processes;Cytoskeleton proteins;K20198 kinesin family member 17
K20201	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20201 protein arginine phosphatase 
K20202	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20202 sulfide dehydrogenase subunit alpha 
K20215	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20215 diphthine synthase 
K20216	Environmental Information Processing;Signal transduction;MAPK signaling pathway;K20216 dual specificity phosphatase 10 
K20217	Genetic Information Processing;Folding, sorting and degradation;Ubiquitin mediated proteolysis;K20217 ubiquitin-conjugating enzyme E2 E 
K20221	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K20221 importin-4
K20222	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K20222 importin-5
K20223	Environmental Information Processing;Signal transduction;MAPK signaling pathway - fly;K20223 importin-7
K20224	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K20224 importin-9
K20235	Environmental Information Processing;Signal transduction;MAPK signaling pathway - fly;K20235 raw
K20237	Environmental Information Processing;Signal transduction;Hippo signaling pathway - multiple species;K20237 protein NUD1
K20238	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20238 sphingolipid C9-methyltransferase 
K20241	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20241 WD repeat-containing protein 44
K20242	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20242 ecotropic viral integration site 5 protein
K20247	Metabolism;Amino acid metabolism;Histidine metabolism;K20247 hercynylcysteine S-oxide lyase 
K20257	Cellular Processes;Cellular community - prokaryotes;Phenazine biosynthesis;K20257 2-aminobenzoylacetyl-CoA thioesterase 
K20264	Environmental Information Processing;Signal transduction;Two-component system;K20264 two-component system, NarL family, response regulator FusR
K20265	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20265 glutamate:GABA antiporter
K20274	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20274 zinc metalloprotease ZmpB
K20276	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20276 large repetitive protein
K20278	Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism;K20278 inositol polyphosphate 5-phosphatase INPP5E 
K20279	Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism;K20279 synaptojanin 
K20280	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20280 trafficking protein particle complex subunit 5
K20283	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20283 golgin subfamily A member 4
K20284	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20284 Rab GTPase-activating protein 1
K20285	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20285 Rab9 effector protein with kelch motifs
K20296	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20296 vacuolar protein sorting-associated protein 51
K20298	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20298 vacuolar protein sorting-associated protein 52
K20299	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20299 vacuolar protein sorting-associated protein 53
K20300	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20300 trafficking protein particle complex subunit 1
K20301	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20301 trafficking protein particle complex subunit 2
K20302	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20302 trafficking protein particle complex subunit 3
K20303	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20303 trafficking protein particle complex subunit 4
K20318	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20318 protein SYS1
K20327	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20327 glycosyltransferase XagB
K20331	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20331 toxoflavin synthase 
K20332	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20332 toxoflavin biosynthesis protein ToxC
K20333	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20333 toxoflavin biosynthesis protein ToxD
K20339	Brite Hierarchies;Signal transduction;Two-component system;K20339 two-component system, LytTR family, sensor histidine kinase AgrC2 
K20344	Environmental Information Processing;Membrane transport;ABC transporters;K20344 ATP-binding cassette, subfamily C, bacteriocin exporter
K20345	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20345 membrane fusion protein, peptide pheromone/bacteriocin exporter
K20352	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20352 p24 family protein delta-1
K20360	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20360 TBC1 domain family member 2
K20362	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20362 protein transport protein YIF1
K20363	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20363 protein YIPF5/7
K20365	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20365 endoplasmic reticulum-Golgi intermediate compartment protein 1
K20367	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20367 endoplasmic reticulum-Golgi intermediate compartment protein 3
K20373	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20373 HTH-type transcriptional regulator, SHP2-responsive activator
K20374	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20374 HTH-type transcriptional regulator, SHP3-responsive repressor
K20383	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20383 CylL-L protein
K20385	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20385 CylM protein
K20386	Environmental Information Processing;Membrane transport;ABC transporters;K20386 ATP-binding cassette, subfamily B, bacterial CylB
K20391	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20391 HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes
K20394	Environmental Information Processing;Signal transduction;mTOR signaling pathway;K20394 sestrin 2
K20398	Environmental Information Processing;Signal transduction;mTOR signaling pathway;K20398 ragulator complex protein LAMTOR2
K20403	Environmental Information Processing;Signal transduction;mTOR signaling pathway;K20403 TELO2-interacting protein 1
K20407	Environmental Information Processing;Signal transduction;mTOR signaling pathway;K20407 WD repeat-containing protein mio
K20409	Environmental Information Processing;Signal transduction;mTOR signaling pathway;K20409 WD repeat-containing protein 59
K20412	Brite Hierarchies;Protein families: signaling and cellular processes;CD molecules;K20412 peptidase inhibitor 16
K20429	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20429 dTDP-4-amino-4,6-dideoxy-D-glucose transaminase 
K20435	Metabolism;Biosynthesis of other secondary metabolites;Acarbose and validamycin biosynthesis;K20435 validone 7-phosphate aminotransferase 
K20444	Brite Hierarchies;Protein families: metabolism;Lipopolysaccharide biosynthesis proteins;K20444 O-antigen biosynthesis protein 
K20445	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20445 nicotinate dehydrogenase FAD-subunit 
K20446	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20446 nicotinate dehydrogenase small FeS subunit 
K20447	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20447 nicotinate dehydrogenase large molybdopterin subunit 
K20448	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20448 nicotinate dehydrogenase medium molybdopterin subunit 
K20449	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20449 6-hydroxynicotinate reductase 
K20450	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20450 2-methyleneglutarate mutase 
K20451	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20451 methylitaconate Delta-isomerase 
K20452	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20452 dimethylmaleate hydratase large subunit 
K20453	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20453 dimethylmaleate hydratase small subunit 
K20454	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism;K20454 2,3-dimethylmalate lyase 
K20456	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20456 oxysterol-binding protein 1
K20459	Environmental Information Processing;Membrane transport;ABC transporters;K20459 lantibiotic transport system ATP-binding protein
K20460	Environmental Information Processing;Membrane transport;ABC transporters;K20460 lantibiotic transport system permease protein
K20461	Environmental Information Processing;Membrane transport;ABC transporters;K20461 lantibiotic transport system permease protein
K20463	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20463 oxysterol-binding protein-related protein 3/6/7
K20469	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K20469 putative heme transporter
K20471	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20471 coatomer subunit delta
K20472	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20472 coatomer subunit zeta
K20478	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20478 golgin subfamily B member 1
K20480	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20480 HTH-type transcriptional regulator, quorum sensing regulator NprR
K20483	Environmental Information Processing;Signal transduction;Two-component system;K20483 lantibiotic biosynthesis protein
K20484	Environmental Information Processing;Signal transduction;Two-component system;K20484 lantibiotic biosynthesis protein
K20485	Environmental Information Processing;Signal transduction;Two-component system;K20485 ATP-binding cassette, subfamily B, bacterial NisT
K20486	Environmental Information Processing;Signal transduction;Two-component system;K20486 lantibiotic leader peptide-processing serine protease 
K20487	Brite Hierarchies;Signal transduction;Two-component system;K20487 two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK 
K20488	Environmental Information Processing;Signal transduction;Two-component system;K20488 two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR
K20490	Environmental Information Processing;Membrane transport;ABC transporters;K20490 lantibiotic transport system ATP-binding protein
K20491	Environmental Information Processing;Membrane transport;ABC transporters;K20491 lantibiotic transport system permease protein
K20492	Environmental Information Processing;Membrane transport;ABC transporters;K20492 lantibiotic transport system permease protein
K20523	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20523 SH3 domain-containing YSC84-like protein 1
K20525	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20525 oligo-alginate lyase 
K20527	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20527 type IV secretion system protein TrbB
K20528	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20528 type IV secretion system protein TrbC
K20529	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20529 type IV secretion system protein TrbD
K20530	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20530 type IV secretion system protein TrbE
K20531	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20531 type IV secretion system protein TrbF
K20532	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20532 type IV secretion system protein TrbG
K20533	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20533 type IV secretion system protein TrbI
K20534	Brite Hierarchies;Protein families: metabolism;Lipopolysaccharide biosynthesis proteins;K20534 polyisoprenyl-phosphate glycosyltransferase 
K20535	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20535 mitogen-activated protein kinase 1/2 
K20536	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20536 mitogen-activated protein kinase 3 
K20539	Cellular Processes;Cellular community - prokaryotes;Quorum sensing;K20539 IclR family transcriptional regulator, blcABC operon repressor
K20541	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K20541 cellulose synthase operon protein B
K20542	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20542 endoglucanase 
K20543	Brite Hierarchies;Protein families: signaling and cellular processes;Transporters;K20543 cellulose synthase operon protein C
K20547	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism;K20547 basic endochitinase B 
K20551	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20551 dual specificity protein phosphatase 1B 
K20553	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20553 5'-3' exoribonuclease 4 
K20600	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20600 mitogen-activated protein kinase 4 
K20603	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20603 mitogen-activated protein kinase kinase 2 
K20604	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20604 mitogen-activated protein kinase kinase 9 
K20606	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20606 mitogen-activated protein kinase kinase kinase ANP1 
K20607	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20607 mitogen-activated protein kinase kinase 3 
K20608	Brite Hierarchies;Protein families: metabolism;Peptidases;K20608 tetrahedral aminopeptidase 
K20609	Brite Hierarchies;Protein families: metabolism;Peptidases;K20609 putative aminopeptidase 
K20626	Metabolism;Carbohydrate metabolism;Propanoate metabolism;K20626 lactoyl-CoA dehydratase subunit alpha 
K20627	Metabolism;Carbohydrate metabolism;Propanoate metabolism;K20627 lactoyl-CoA dehydratase subunit beta 
K20628	Not Included in Pathway or Brite;Unclassified: metabolism;Carbohydrate metabolism;K20628 expansin
K20692	Organismal Systems;Immune system;Toll and Imd signaling pathway;K20692 gram-negative bacteria-binding protein 3
K20697	Organismal Systems;Immune system;Toll and Imd signaling pathway;K20697 gram-negative bacteria-binding protein 1
K20698	Organismal Systems;Immune system;Toll and Imd signaling pathway;K20698 necrotic
K20704	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20704 protein ECT2
K20714	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20714 serine/threonine-protein kinase OXI1 
K20715	Brite Hierarchies;Protein families: metabolism;Protein kinases;K20715 phototropin 
K20716	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20716 mitogen-activated protein kinase kinase kinase 17/18
K20717	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20717 mitogen-activated protein kinase kinase kinase YODA 
K20724	Brite Hierarchies;Protein families: genetic information processing;Membrane trafficking;K20724 transmembrane protein 33
K20726	Environmental Information Processing;Signal transduction;MAPK signaling pathway - plant;K20726 transmembrane protein 222
K20742	Brite Hierarchies;Protein families: metabolism;Peptidases;K20742 gamma-D-glutamyl-L-lysine dipeptidyl-peptidase 
K20755	Brite Hierarchies;Protein families: metabolism;Peptidases;K20755 Lys-Lys/Arg-Xaa endopeptidase 
K20757	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20757 threo-3-hydroxy-D-aspartate ammonia-lyase 
K20765	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20765 6-oxocamphor hydrolase 
K20777	Brite Hierarchies;Protein families: genetic information processing;DNA repair and recombination proteins;K20777 exonuclease 3'-5' domain-containing protein 2 
K20779	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K20779 E3 ubiquitin-protein ligase RNF168 
K20780	Brite Hierarchies;Protein families: genetic information processing;DNA repair and recombination proteins;K20780 mediator of DNA damage checkpoint protein 1
K20791	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K20791 N-alpha-acetyltransferase 10/11 
K20792	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K20792 N-alpha-acetyltransferase 15/16, NatA auxiliary subunit
K20793	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K20793 N-alpha-acetyltransferase 50 
K20794	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K20794 N-alpha-acetyltransferase 40 
K20798	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K20798 small RNA 2'-O-methyltransferase 
K20800	Brite Hierarchies;Protein families: genetic information processing;Chromosome and associated proteins;K20800 protein DPCD
K20804	Brite Hierarchies;Protein families: genetic information processing;Ubiquitin system;K20804 E3 ubiquitin-protein ligase RNF34 
K20810	Metabolism;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis;K20810 aminodeoxyfutalosine deaminase 
K20812	Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism;K20812 glycogen synthase 
K20830	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20830 beta-porphyranase 
K20832	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20832 galactan endo-beta-1,3-galactanase 
K20838	Metabolism;Metabolism of other amino acids;Glutathione metabolism;K20838 N-acetyltransferase 8 
K20844	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism;K20844 non-reducing end alpha-L-arabinofuranosidase 
K20846	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20846 kappa-carrageenase 
K20847	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20847 glucan 1,6-alpha-isomaltosidase 
K20850	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20850 iota-carrageenase 
K20859	Metabolism;Metabolism of other amino acids;Phosphonate and phosphinate metabolism;K20859 phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase 
K20860	Metabolism;Metabolism of cofactors and vitamins;Riboflavin metabolism;K20860 FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase 
K20861	Metabolism;Metabolism of cofactors and vitamins;Riboflavin metabolism;K20861 FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase 
K20862	Metabolism;Metabolism of cofactors and vitamins;Riboflavin metabolism;K20862 FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase 
K20865	Organismal Systems;Immune system;NOD-like receptor signaling pathway;K20865 NACHT, LRR and PYD domains-containing protein 12
K20866	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis;K20866 glucose-1-phosphatase 
K20867	Brite Hierarchies;Protein families: metabolism;Glycosyltransferases;K20867 galacturonosyltransferase 12/13/14/15 
K20868	Brite Hierarchies;Protein families: genetic information processing;Autophagy - animal;K20868 autophagy-related protein 16-2
K20872	Brite Hierarchies;Protein families: metabolism;Protein kinases;K20872 NIMA (never in mitosis gene a)-related kinase 2 
K20873	Brite Hierarchies;Protein families: metabolism;Protein kinases;K20873 NIMA (never in mitosis gene a)-related kinase 3 
K20875	Brite Hierarchies;Protein families: metabolism;Protein kinases;K20875 NIMA (never in mitosis gene a)-related kinase 6 
K20876	Brite Hierarchies;Immune system;NOD-like receptor signaling pathway;K20876 NIMA (never in mitosis gene a)-related kinase 7 
K20877	Brite Hierarchies;Protein families: metabolism;Protein kinases;K20877 NIMA (never in mitosis gene a)-related kinase 8 
K20878	Brite Hierarchies;Protein families: metabolism;Protein kinases;K20878 NIMA (never in mitosis gene a)-related kinase 9 
K20879	Brite Hierarchies;Protein families: metabolism;Protein kinases;K20879 NIMA (never in mitosis gene a)-related kinase 10 
K20880	Brite Hierarchies;Protein families: metabolism;Protein kinases;K20880 NIMA (never in mitosis gene a)-related kinase 11 
K20881	Metabolism;Nucleotide metabolism;Purine metabolism;K20881 5'-nucleotidase 
K20882	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20882 (R)-2-hydroxy-4-methylpentanoate CoA-transferase 
K20883	Brite Hierarchies;Protein families: metabolism;Lipopolysaccharide biosynthesis proteins;K20883 alpha-1,2-colitosyltransferase 
K20884	Metabolism;Metabolism of cofactors and vitamins;Riboflavin metabolism;K20884 riboflavin kinase / FMN hydrolase 
K20885	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20885 beta-1,2-mannobiose phosphorylase / 1,2-beta-oligomannan phosphorylase 
K20890	Brite Hierarchies;Protein families: metabolism;Glycosyltransferases;K20890 xylan alpha-glucuronosyltransferase 
K20893	Brite Hierarchies;Protein families: metabolism;Glycosyltransferases;K20893 probable galacturonosyltransferase-like 1 
K20898	Organismal Systems;Immune system;NOD-like receptor signaling pathway;K20898 guanylate-binding protein 5
K20899	Organismal Systems;Immune system;NOD-like receptor signaling pathway;K20899 guanylate-binding protein 1/3/4/7
K20900	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20900 D-threitol dehydrogenase (NAD+) 
K20903	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20903 (R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha 
K20904	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20904 (R)-2-hydroxyglutaryl-CoA dehydratase subunit beta 
K20908	Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Signaling proteins;K20908 guanylate-binding protein 6
K20918	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20918 LuxR family transcriptional regulator, positive regulator of biofilm formation
K20921	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20921 polysaccharide biosynthesis protein VpsD
K20922	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20922 polysaccharide biosynthesis protein VpsI
K20929	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K20929 glyoxal/methylglyoxal oxidase 
K20940	Metabolism;Biosynthesis of other secondary metabolites;Phenazine biosynthesis;K20940 5-methylphenazine-1-carboxylate 1-monooxygenase 
K20948	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20948 polysaccharide biosynthesis protein VpsJ
K20951	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20951 extracellular matrix protein
K20952	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20952 rugosity and biofilm structure modulator C
K20954	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20954 diguanylate cyclase 
K20955	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20955 diguanylate cyclase 
K20956	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20956 diguanylate cyclase 
K20957	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20957 diguanylate cyclase 
K20958	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20958 diguanylate cyclase 
K20959	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20959 diguanylate cyclase 
K20960	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20960 diguanylate cyclase 
K20962	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20962 c-di-GMP phosphodiesterase 
K20963	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20963 c-di-GMP phosphodiesterase 
K20964	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20964 c-di-GMP phosphodiesterase 
K20965	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K20965 c-di-GMP phosphodiesterase 
